FORT COLLINS
1960-12,0.56
1961-01,0.21
1961-02,0.64
1961-03,3.38
1961-04,1.00
1961-05,7.06
1961-06,1.83
1961-07,4.27
1961-08,4.00
1961-09,4.00
1961-10,1.17
1961-11,0.62
1961-12,M
1962-01,1.17
1962-02,0.70
1962-03,0.55
1962-04,1.00
1962-05,2.36
1962-06,2.13
1962-07,2.07
1962-08,0.31
1962-09,0.41
1962-10,1.75
1962-11,0.57
1962-12,0.18
1963-01,0.67
1963-02,0.42
1963-03,1.28
1963-04,0.50
1963-05,0.42
1963-06,3.75
1963-07,0.13
1963-08,1.69
1963-09,2.10
1963-10,0.30
1963-11,0.19
1963-12,0.55
1964-01,0.31
1964-02,0.21
1964-03,0.92
1964-04,1.69
1964-05,1.87
1964-06,0.54
1964-07,1.04
1964-08,0.45
1964-09,0.34
1964-10,0.06
1964-11,0.46
1964-12,0.18
1965-01,0.66
1965-02,0.31
1965-03,0.84
1965-04,1.19
1965-05,1.89
1965-06,5.27
1965-07,2.29
1965-08,0.44
1965-09,2.33
1965-10,0.51
1965-11,0.00
1965-12,0.44
1966-01,0.12
1966-02,0.60
1966-03,0.01
1966-04,1.39
1966-05,0.27
1966-06,1.60
1966-07,0.62
1966-08,0.63
1966-09,1.16
1966-10,0.43
1966-11,0.45
1966-12,0.06
1967-01,0.61
1967-02,0.35
1967-03,0.61
1967-04,3.02
1967-05,4.79
1967-06,3.26
1967-07,3.10
1967-08,1.82
1967-09,0.93
1967-10,0.61
1967-11,1.14
1967-12,1.05
1968-01,0.09
1968-02,0.60
1968-03,0.90
1968-04,1.85
1968-05,3.20
1968-06,0.86
1968-07,2.05
1968-08,2.11
1968-09,0.09
1968-10,0.65
1968-11,0.78
1968-12,0.13
1969-01,0.59
1969-02,0.33
1969-03,0.59
1969-04,1.46
1969-05,3.80
1969-06,2.56
1969-07,0.84
1969-08,1.72
1969-09,0.63
1969-10,4.85
1969-11,0.32
1969-12,0.02
1970-01,0.06
1970-02,0.02
1970-03,2.65
1970-04,1.04
1970-05,0.20
1970-06,2.44
1970-07,2.65
1970-08,0.97
1970-09,1.61
1970-10,1.25
1970-11,0.54
1970-12,0.16
1971-01,0.59
1971-02,0.50
1971-03,0.51
1971-04,4.42
1971-05,2.33
1971-06,0.20
1971-07,0.52
1971-08,0.19
1971-09,3.55
1971-10,0.94
1971-11,0.02
1971-12,0.21
1972-01,0.54
1972-02,0.06
1972-03,0.43
1972-04,1.38
1972-05,0.55
1972-06,1.40
1972-07,0.72
1972-08,2.24
1972-09,0.51
1972-10,0.57
1972-11,0.91
1972-12,0.60
1973-01,0.26
1973-02,0.02
1973-03,0.79
1973-04,M
1973-05,1.63
1973-06,0.34
1973-07,2.56
1973-08,0.18
1973-09,1.70
1973-10,0.43
1973-11,2.29
1973-12,1.17
1974-01,0.33
1974-02,0.06
1974-03,1.05
1974-04,1.65
1974-05,0.01
1974-06,3.01
1974-07,1.65
1974-08,0.12
1974-09,1.08
1974-10,2.01
1974-11,0.59
1974-12,0.06
1975-01,0.05
1975-02,0.54
1975-03,1.57
1975-04,1.53
1975-05,4.53
1975-06,1.77
1975-07,0.92
1975-08,2.86
1975-09,0.39
1975-10,0.90
1975-11,0.70
1975-12,1.31
1976-01,0.30
1976-02,0.57
1976-03,0.64
1976-04,1.64
1976-05,1.13
1976-06,0.95
1976-07,1.03
1976-08,1.88
1976-09,1.94
1976-10,0.25
1976-11,0.08
1976-12,0.15
1977-01,0.04
1977-02,0.05
1977-03,0.13
1977-04,2.69
1977-05,1.10
1977-06,0.32
1977-07,5.86
1977-08,1.20
1977-09,0.14
1977-10,0.14
1977-11,0.35
1977-12,0.11
1978-01,0.60
1978-02,0.26
1978-03,0.44
1978-04,1.29
1978-05,6.15
1978-06,1.39
1978-07,1.02
1978-08,0.79
1978-09,0.12
1978-10,1.94
1978-11,0.07
1978-12,0.80
1979-01,0.36
1979-02,0.29
1979-03,2.33
1979-04,1.38
1979-05,5.08
1979-06,3.13
1979-07,0.95
1979-08,3.13
1979-09,1.03
1979-10,0.87
1979-11,2.00
1979-12,1.52
1980-01,1.14
1980-02,0.89
1980-03,2.14
1980-04,2.91
1980-05,3.53
1980-06,0.08
1980-07,1.15
1980-08,0.62
1980-09,0.70
1980-10,0.65
1980-11,0.54
1980-12,0.13
1981-01,0.51
1981-02,0.06
1981-03,1.59
1981-04,1.12
1981-05,4.21
1981-06,0.37
1981-07,1.98
1981-08,1.50
1981-09,1.22
1981-10,0.75
1981-11,0.10
1981-12,0.65
1982-01,0.25
1982-02,0.05
1982-03,0.73
1982-04,0.38
1982-05,4.98
1982-06,4.28
1982-07,4.86
1982-08,0.45
1982-09,3.51
1982-10,0.74
1982-11,0.48
1982-12,0.41
1983-01,0.01
1983-02,0.04
1983-03,2.89
1983-04,4.10
1983-05,3.21
1983-06,3.52
1983-07,1.57
1983-08,1.02
1983-09,0.28
1983-10,0.17
1983-11,2.13
1983-12,0.51
1984-01,0.56
1984-02,0.39
1984-03,1.46
1984-04,3.40
1984-05,2.18
1984-06,2.23
1984-07,1.96
1984-08,0.57
1984-09,0.80
1984-10,2.53
1984-11,0.02
1984-12,0.27
1985-01,0.80
1985-02,0.25
1985-03,0.35
1985-04,2.11
1985-05,0.97
1985-06,2.77
1985-07,3.71
1985-08,0.24
1985-09,1.37
1985-10,1.17
1985-11,1.38
1985-12,1.25
1986-01,0.16
1986-02,0.26
1986-03,1.04
1986-04,2.03
1986-05,1.45
1986-06,1.18
1986-07,0.95
1986-08,1.21
1986-09,0.74
1986-10,1.58
1986-11,1.53
1986-12,0.27
1987-01,0.38
1987-02,1.28
1987-03,2.16
1987-04,0.66
1987-05,3.15
1987-06,2.06
1987-07,0.80
1987-08,0.76
1987-09,0.65
1987-10,0.51
1987-11,1.61
1987-12,0.78
1988-01,0.28
1988-02,0.51
1988-03,2.72
1988-04,1.02
1988-05,2.66
1988-06,1.49
1988-07,1.15
1988-08,2.00
1988-09,1.95
1988-10,0.13
1988-11,0.18
1988-12,1.30
1989-01,0.53
1989-02,0.74
1989-03,0.22
1989-04,1.37
1989-05,2.51
1989-06,1.74
1989-07,0.93
1989-08,1.16
1989-09,2.33
1989-10,0.73
1989-11,0.23
1989-12,0.36
1990-01,0.59
1990-02,0.57
1990-03,5.63
1990-04,0.98
1990-05,2.83
1990-06,0.54
1990-07,1.39
1990-08,1.69
1990-09,1.36
1990-10,0.57
1990-11,0.87
1990-12,0.25
1991-01,0.34
1991-02,0.02
1991-03,0.15
1991-04,1.10
1991-05,2.35
1991-06,3.59
1991-07,1.34
1991-08,2.21
1991-09,0.85
1991-10,0.69
1991-11,1.48
1991-12,0.01
1992-01,0.63
1992-02,T
1992-03,4.44
1992-04,1.23
1992-05,1.59
1992-06,5.78
1992-07,1.96
1992-08,2.64
1992-09,0.02
1992-10,0.23
1992-11,1.72
1992-12,0.44
1993-01,0.36
1993-02,0.86
1993-03,1.51
1993-04,2.18
1993-05,1.26
1993-06,2.33
1993-07,1.35
1993-08,1.14
1993-09,2.62
